split,scenario,days,passenger_events,mean_passengers_per_day,std_passengers_per_day,mean_passengers_per_minute,mean_lobby_origin_share,mean_lobby_destination_share
train,evening,10,8488,848.8,108.94932563148589,11.317333333333334,0.10206562587294754,0.7955291418610042
train,lunch,10,7751,775.1,71.4072047407605,10.334666666666667,0.42921239383843507,0.39117233234269255
train,mixed,10,6103,610.3,53.48738168951627,8.137333333333334,0.2980200514464246,0.3002222227727994
train,morning,10,8106,810.6,88.2045602247664,10.808,0.8378114332386088,0.10061371061077058
validation,evening,3,2526,842.0,111.49887891813083,11.226666666666667,0.10908007249631148,0.7985752093529433
validation,lunch,3,2359,786.3333333333334,50.81666393353006,10.484444444444444,0.4201824845179833,0.4052491719395224
validation,mixed,3,1745,581.6666666666666,95.44282756359082,7.7555555555555555,0.2917849867692404,0.29183816057490064
validation,morning,3,2479,826.3333333333334,56.50073745831404,11.017777777777779,0.8371520923299336,0.10425608008770187
