policy,days,mean_wait_s,p95_wait_s,long_wait_rate,mean_journey_s,floor_fairness_gap_s,floors_travelled,reversals
oracle_positioning,12,14.808397090971278,49.84583333333331,0.03283557758611838,52.295976337715814,18.536817091803602,3945.0,305.3333333333333
uncertainty_gated_random_forest,12,15.090921135291717,50.25416666666664,0.03413796816283899,52.86660302707455,18.091985632627843,3945.6666666666665,304.75
random_forest_positioning,12,15.133171368718422,50.42083333333331,0.03425468151484646,52.85294756488967,18.00800879865101,3945.6666666666665,304.8333333333333
static_zoning,12,15.151892322224876,50.74583333333331,0.035829385501005555,52.80052045443512,17.298350908457433,3872.8333333333335,295.75
ridge_positioning,12,15.22038555711458,51.55416666666665,0.03710474816837776,52.89523678845484,18.73657243090781,3963.3333333333335,308.5833333333333
historical_positioning,12,15.294690655476026,51.94999999999999,0.03688721601012606,53.0023977105166,17.410836649388724,3938.3333333333335,304.5
nearest_car,12,15.62720928359196,49.4625,0.03413396457200655,53.617055444195636,17.03165569030121,3679.25,284.25
